case_id,metric_version,text_top,text_bottom,character_count,max_kanji_stroke_count,dense_kanji_count,unknown_kanji_count,main_color,font_family,font_weight,width_percent,letter_spacing,line_spacing,line_size_balance,width_fit_enabled,stroke_mode,inner_enabled,inner_color,inner_width,outer_enabled,outer_color,outer_width,total_score,total_band,displayed_apca_lc,contrast_band,contrast_fit_score,scalability_score,scalability_band,local_text_lc,background_separation_lc,fill_on_light_lc,fill_on_dark_lc,needs_local_contrast_support,current_inner_stroke_works,recommend_inner_stroke,unnecessary_inner_stroke_risk,inner_effective,outer_effective,color_family,oklch_lightness,oklch_chroma,oklch_hue,penalty_empty_text,penalty_character_count,penalty_font_weight,penalty_kanji_complexity,penalty_unknown_kanji,penalty_inner_stroke,penalty_outer_stroke,penalty_unnecessary_inner_stroke,penalty_width_transform,penalty_dense_width_interaction,penalty_letter_spacing,penalty_line_spacing,penalty_line_balance,penalty_aspect_ratio,penalty_total,dominant_penalties,core_aspect_ratio,full_aspect_ratio,effective_top_width_scale,effective_bottom_width_scale,width_transform_risk,letter_spacing_risk,line_spacing_risk,line_balance_risk,aspect_ratio_risk,feedback_tip_ja
case-0790,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,67,improve,106,good,100,53,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,0,16,0,14,7,0,0,0,0,0,2.5,0,47.5,kanjiComplexity|innerStroke|characterCount,0.98,0.98,1,1,0,0,0,0.31,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0791,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,42,improve,21,critical,36,67,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,7,0,0,0,2.5,0,33.5,kanjiComplexity|characterCount|widthTransform,1.17,1.17,1.2,1.2,0.44,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0792,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,43,improve,25,critical,39,67,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,7,0,0,0,2.5,0,33.5,kanjiComplexity|characterCount|widthTransform,1.17,1.16,1.2,1.2,0.44,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0793,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,69,improve,76,good,89,67,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,7,0,0,0,2.5,0,33.5,kanjiComplexity|characterCount|widthTransform,1.17,1.16,1.2,1.2,0.44,0,0,0.31,0,文字量が多く、一文字あたりの表示面積が不足しています。短い・字形の単純な表現へ言い換えるか、内側線を細くして文字内部の空間を確保してください。
case-0794,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,106,good,100,67,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,7,0,0,0,2.5,0,33.5,kanjiComplexity|characterCount|widthTransform,1.17,1.15,1.2,1.2,0.44,0,0,0.31,0,文字量が多く、一文字あたりの表示面積が不足しています。短い・字形の単純な表現へ言い換えるか、内側線を細くして文字内部の空間を確保してください。
case-0795,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,63,improve,106,good,100,46,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,0,16,0,14,7,0,7,0,0,0,2.5,0,54.5,kanjiComplexity|innerStroke|characterCount,1.17,1.13,1.2,1.2,0.44,0,0,0.31,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0796,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,39,improve,21,critical,36,62,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,11,0,0,0,2.5,0.4,37.9,kanjiComplexity|widthTransform|characterCount,1.37,1.37,1.4,1.4,0.89,0,0,0.31,0.07,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0797,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,41,improve,25,critical,39,62,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,11,0,0,0,2.5,0.4,37.8,kanjiComplexity|widthTransform|characterCount,1.37,1.35,1.4,1.4,0.89,0,0,0.31,0.06,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0798,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,69,improve,76,good,89,62,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,11,0,0,0,2.5,0.3,37.8,kanjiComplexity|widthTransform|characterCount,1.37,1.34,1.4,1.4,0.89,0,0,0.31,0.05,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0799,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,106,good,100,62,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,0,16,0,0,0,0,11,0,0,0,2.5,0.2,37.7,kanjiComplexity|widthTransform|characterCount,1.37,1.32,1.4,1.4,0.89,0,0,0.31,0.04,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0800,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",700,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,61,improve,106,good,100,41,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,0,16,0,14,7,0,11,0,0,0,2.5,0.1,58.5,kanjiComplexity|innerStroke|widthTransform,1.37,1.27,1.4,1.4,0.89,0,0,0.31,0.01,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0801,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,21,improve,21,critical,36,45,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,7,0,0,2.5,2.6,55.1,kanjiComplexity|widthTransform|characterCount,0.59,0.59,0.6,0.6,0.89,0,0,0.31,0.43,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0802,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,22,improve,25,critical,39,45,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,7,0,0,2.5,2.4,54.9,kanjiComplexity|widthTransform|characterCount,0.59,0.6,0.6,0.6,0.89,0,0,0.31,0.4,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0803,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,57,improve,76,good,89,45,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,7,0,0,2.5,2.2,54.6,kanjiComplexity|widthTransform|characterCount,0.59,0.62,0.6,0.6,0.89,0,0,0.31,0.36,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0804,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,63,improve,106,good,100,45,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,7,0,0,2.5,2,54.5,kanjiComplexity|widthTransform|characterCount,0.59,0.63,0.6,0.6,0.89,0,0,0.31,0.34,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0805,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,53,improve,106,good,100,25,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,14,7,0,11,7,0,0,2.5,1.3,74.8,kanjiComplexity|innerStroke|widthTransform,0.59,0.69,0.6,0.6,0.89,0,0,0.31,0.22,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0806,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,26,improve,21,critical,36,56,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,3,7,0,0,2.5,0,44.5,kanjiComplexity|characterCount|fontWeight,0.83,0.83,0.85,0.85,0.33,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0807,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,28,improve,25,critical,39,56,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,3,7,0,0,2.5,0,44.5,kanjiComplexity|characterCount|fontWeight,0.83,0.84,0.85,0.85,0.33,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0808,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,63,improve,76,good,89,56,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,3,7,0,0,2.5,0,44.5,kanjiComplexity|characterCount|fontWeight,0.83,0.84,0.85,0.85,0.33,0,0,0.31,0,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0809,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,68,improve,106,good,100,56,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,3,7,0,0,2.5,0,44.5,kanjiComplexity|characterCount|fontWeight,0.83,0.85,0.85,0.85,0.33,0,0,0.31,0,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0810,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,58,improve,106,good,100,35,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,14,7,0,3,7,0,0,2.5,0,65.5,kanjiComplexity|innerStroke|characterCount,0.83,0.87,0.85,0.85,0.33,0,0,0.31,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0811,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,41,improve,21,critical,36,66,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,0,0,0,0,2.5,0,34.5,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0812,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,43,improve,25,critical,39,66,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,0,0,0,0,2.5,0,34.5,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0813,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,69,improve,76,good,89,66,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,0,0,0,0,2.5,0,34.5,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0.31,0,文字量が多く、一文字あたりの表示面積が不足しています。短い・字形の単純な表現へ言い換えるか、内側線を細くして文字内部の空間を確保してください。
case-0814,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,106,good,100,66,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,0,0,0,0,2.5,0,34.5,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0.31,0,文字量が多く、一文字あたりの表示面積が不足しています。短い・字形の単純な表現へ言い換えるか、内側線を細くして文字内部の空間を確保してください。
case-0815,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,63,improve,106,good,100,45,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,14,7,0,0,0,0,0,2.5,0,55.5,kanjiComplexity|innerStroke|characterCount,0.98,0.98,1,1,0,0,0,0.31,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0816,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,28,improve,21,critical,36,59,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,7,0,0,0,2.5,0,41.5,kanjiComplexity|characterCount|fontWeight,1.17,1.17,1.2,1.2,0.44,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0817,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,29,improve,25,critical,39,59,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,7,0,0,0,2.5,0,41.5,kanjiComplexity|characterCount|fontWeight,1.17,1.16,1.2,1.2,0.44,0,0,0.31,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0818,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,64,improve,76,good,89,59,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,7,0,0,0,2.5,0,41.5,kanjiComplexity|characterCount|fontWeight,1.17,1.16,1.2,1.2,0.44,0,0,0.31,0,文字量が多く、一文字あたりの表示面積が不足しています。短い・字形の単純な表現へ言い換えるか、内側線を細くして文字内部の空間を確保してください。
case-0819,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,69,improve,106,good,100,59,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,7,0,0,0,2.5,0,41.5,kanjiComplexity|characterCount|fontWeight,1.17,1.15,1.2,1.2,0.44,0,0,0.31,0,文字量が多く、一文字あたりの表示面積が不足しています。短い・字形の単純な表現へ言い換えるか、内側線を細くして文字内部の空間を確保してください。
case-0820,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,59,improve,106,good,100,38,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,14,7,0,7,0,0,0,2.5,0,62.5,kanjiComplexity|innerStroke|characterCount,1.17,1.13,1.2,1.2,0.44,0,0,0.31,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0821,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,25,improve,21,critical,36,54,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,0,0,0,2.5,0.4,45.9,kanjiComplexity|widthTransform|characterCount,1.37,1.37,1.4,1.4,0.89,0,0,0.31,0.07,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0822,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,27,improve,25,critical,39,54,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,0,0,0,2.5,0.4,45.8,kanjiComplexity|widthTransform|characterCount,1.37,1.35,1.4,1.4,0.89,0,0,0.31,0.06,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0823,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,62,improve,76,good,89,54,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,0,0,0,2.5,0.3,45.8,kanjiComplexity|widthTransform|characterCount,1.37,1.34,1.4,1.4,0.89,0,0,0.31,0.05,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0824,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,67,improve,106,good,100,54,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,0,0,0,11,0,0,0,2.5,0.2,45.7,kanjiComplexity|widthTransform|characterCount,1.37,1.32,1.4,1.4,0.89,0,0,0.31,0.04,横幅変形が文字形を圧迫しています。横幅を100に近づけ、幅揃えを使う場合は上下サイズ比も調整して変形量を抑えてください。
case-0825,metric-rules-v1.3.0,確認,中,3,15,2,0,#386CB0,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,57,improve,106,good,100,33,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,8,8,16,0,14,7,0,11,0,0,0,2.5,0.1,66.5,kanjiComplexity|innerStroke|widthTransform,1.37,1.27,1.4,1.4,0.89,0,0,0.31,0.01,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0826,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,13,improve,21,critical,36,29,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,11,7,0,0,0,2.6,70.6,kanjiComplexity|characterCount|fontWeight,0.59,0.59,0.6,0.6,0.89,0,0,0,0.43,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0827,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,15,improve,25,critical,39,30,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,11,7,0,0,0,2.4,70.4,kanjiComplexity|characterCount|fontWeight,0.59,0.6,0.6,0.6,0.89,0,0,0,0.4,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0828,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,50,improve,76,good,89,30,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,11,7,0,0,0,2.2,70.2,kanjiComplexity|characterCount|fontWeight,0.59,0.62,0.6,0.6,0.89,0,0,0,0.36,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0829,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,55,improve,106,good,100,30,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,11,7,0,0,0,2,70,kanjiComplexity|characterCount|fontWeight,0.59,0.63,0.6,0.6,0.89,0,0,0,0.34,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0830,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,45,improve,106,good,100,10,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,16,14,20,0,14,7,0,11,7,0,0,0,1.3,90.3,kanjiComplexity|characterCount|fontWeight,0.59,0.69,0.6,0.6,0.89,0,0,0,0.22,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0831,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,18,improve,21,critical,36,40,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,3,7,0,0,0,0,60,kanjiComplexity|characterCount|fontWeight,0.83,0.83,0.85,0.85,0.33,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0832,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,20,improve,25,critical,39,40,critical,25,25,76,24,false,false,false,false,true,false,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,3,7,0,0,0,0,60,kanjiComplexity|characterCount|fontWeight,0.83,0.84,0.85,0.85,0.33,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0833,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,55,improve,76,good,89,40,critical,76,76,76,24,false,false,false,false,false,true,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,3,7,0,0,0,0,60,kanjiComplexity|characterCount|fontWeight,0.83,0.84,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0834,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,60,improve,106,good,100,40,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,3,7,0,0,0,0,60,kanjiComplexity|characterCount|fontWeight,0.83,0.85,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0835,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,50,improve,106,good,100,19,critical,106,106,76,24,false,false,false,false,true,true,blue,0.529,0.121,256,0,16,14,20,0,14,7,0,3,7,0,0,0,0,81,kanjiComplexity|characterCount|fontWeight,0.83,0.87,0.85,0.85,0.33,0,0,0,0,画数の多い漢字が小サイズで詰まりやすいです。画数の少ないシンプルな表現にするか、太さ・内側線・字間を少し軽くすると安定します。
case-0836,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#386CB0,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,23,improve,21,critical,36,50,critical,21,21,76,24,false,false,false,false,false,false,blue,0.529,0.121,256,0,16,14,20,0,0,0,0,0,0,0,0,0,0,50,kanjiComplexity|characterCount|fontWeight,0.98,0.98,1,1,0,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
